_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
8603,2017Q4,S08000017,"",S08000017,Breast,"",9,"",9,""
8604,2017Q4,S08000019,"",S08000019,Breast,"",33,"",30,""
8605,2017Q4,S08000019,"",S08000031,Breast,"",1,"",1,""
8606,2017Q4,S08000020,"",S08000020,Breast,"",97,"",90,""
8607,2017Q4,S08000022,"",S08000022,Breast,"",56,"",55,""
8608,2017Q4,S08000024,"",S08000016,Breast,"",1,"",1,""
8609,2017Q4,S08000024,"",S08000024,Breast,"",191,"",190,""
8610,2017Q4,S08000026,"",S08000026,Breast,"",1,"",1,""
8611,2017Q4,S08000029,"",S08000024,Breast,"",1,"",1,""
8612,2017Q4,S08000029,"",S08000029,Breast,"",38,"",38,""
8613,2017Q4,S08000029,"",S08000030,Breast,"",1,"",1,""
8614,2017Q4,S08000030,"",S08000030,Breast,"",71,"",69,""
8615,2017Q4,S08000031,"",S08000019,Breast,"",7,"",7,""
8616,2017Q4,S08000031,"",S08000031,Breast,"",243,"",208,""
8617,2017Q4,S08000031,"",S08000032,Breast,"",7,"",7,""
8618,2017Q4,S08000032,"",S08000031,Breast,"",6,"",6,""
8619,2017Q4,S08000032,"",S08000032,Breast,"",43,"",43,""
8620,2017Q4,S92000003,d,S08000015,Breast,"",87,"",87,""
8621,2017Q4,S92000003,d,S08000016,Breast,"",13,"",13,""
8622,2017Q4,S92000003,d,S08000017,Breast,"",13,"",13,""
8623,2017Q4,S92000003,d,S08000019,Breast,"",40,"",37,""
8624,2017Q4,S92000003,d,S08000020,Breast,"",97,"",90,""
8625,2017Q4,S92000003,d,S08000022,Breast,"",56,"",55,""
8626,2017Q4,S92000003,d,S08000024,Breast,"",192,"",191,""
8627,2017Q4,S92000003,d,S08000026,Breast,"",1,"",1,""
8628,2017Q4,S92000003,d,S08000029,Breast,"",38,"",38,""
8629,2017Q4,S92000003,d,S08000030,Breast,"",72,"",70,""
8630,2017Q4,S92000003,d,S08000031,Breast,"",250,"",215,""
8631,2017Q4,S92000003,d,S08000032,Breast,"",50,"",50,""
8632,2017Q4,S08000015,"",S08000031,Cervical,"",2,"",1,""
8633,2017Q4,S08000017,"",S08000017,Cervical,"",1,"",1,""
8634,2017Q4,S08000019,"",S08000031,Cervical,"",2,"",1,""
8635,2017Q4,S08000020,"",S08000020,Cervical,"",4,"",4,""
8636,2017Q4,S08000022,"",S08000022,Cervical,"",1,"",1,""
8637,2017Q4,S08000024,"",S08000024,Cervical,"",3,"",3,""
8638,2017Q4,S08000030,"",S08000020,Cervical,"",1,"",0,""
8639,2017Q4,S08000030,"",S08000030,Cervical,"",1,"",0,""
8640,2017Q4,S08000031,"",S08000031,Cervical,"",4,"",4,""
8641,2017Q4,S08000032,"",S08000031,Cervical,"",2,"",1,""
8642,2017Q4,S08000032,"",S08000032,Cervical,"",2,"",2,""
8643,2017Q4,S92000003,d,S08000017,Cervical,"",1,"",1,""
8644,2017Q4,S92000003,d,S08000020,Cervical,"",5,"",4,""
8645,2017Q4,S92000003,d,S08000022,Cervical,"",1,"",1,""
8646,2017Q4,S92000003,d,S08000024,Cervical,"",3,"",3,""
8647,2017Q4,S92000003,d,S08000030,Cervical,"",1,"",0,""
8648,2017Q4,S92000003,d,S08000031,Cervical,"",10,"",7,""
8649,2017Q4,S92000003,d,S08000032,Cervical,"",2,"",2,""
8650,2017Q4,S08000015,"",S08000015,Colorectal,"",45,"",44,""
8651,2017Q4,S08000015,"",S08000031,Colorectal,"",3,"",1,""
8652,2017Q4,S08000016,"",S08000016,Colorectal,"",9,"",9,""
8653,2017Q4,S08000016,"",S08000024,Colorectal,"",4,"",4,""
8654,2017Q4,S08000017,"",S08000017,Colorectal,"",14,"",13,""
8655,2017Q4,S08000017,"",S08000024,Colorectal,"",1,"",1,""
8656,2017Q4,S08000019,"",S08000019,Colorectal,"",18,"",14,""
8657,2017Q4,S08000019,"",S08000031,Colorectal,"",1,"",1,""
8658,2017Q4,S08000020,"",S08000020,Colorectal,"",43,"",26,""
8659,2017Q4,S08000022,"",S08000022,Colorectal,"",21,"",18,""
8660,2017Q4,S08000024,"",S08000024,Colorectal,"",77,"",67,""
8661,2017Q4,S08000025,"",S08000025,Colorectal,"",1,"",1,""
8662,2017Q4,S08000026,"",S08000020,Colorectal,"",1,"",1,""
8663,2017Q4,S08000028,"",S08000022,Colorectal,"",2,"",2,""
8664,2017Q4,S08000028,"",S08000028,Colorectal,"",1,"",1,""
8665,2017Q4,S08000029,"",S08000024,Colorectal,"",5,"",4,""
8666,2017Q4,S08000029,"",S08000029,Colorectal,"",35,"",34,""
8667,2017Q4,S08000030,"",S08000030,Colorectal,"",42,"",37,""
8668,2017Q4,S08000031,"",S08000031,Colorectal,"",104,"",81,""
8669,2017Q4,S08000031,"",S08000032,Colorectal,"",1,"",1,""
8670,2017Q4,S08000032,"",S08000031,Colorectal,"",7,"",6,""
8671,2017Q4,S08000032,"",S08000032,Colorectal,"",56,"",52,""
8672,2017Q4,S92000003,d,S08000015,Colorectal,"",45,"",44,""
8673,2017Q4,S92000003,d,S08000016,Colorectal,"",9,"",9,""
8674,2017Q4,S92000003,d,S08000017,Colorectal,"",14,"",13,""
8675,2017Q4,S92000003,d,S08000019,Colorectal,"",18,"",14,""
8676,2017Q4,S92000003,d,S08000020,Colorectal,"",44,"",27,""
8677,2017Q4,S92000003,d,S08000022,Colorectal,"",23,"",20,""
8678,2017Q4,S92000003,d,S08000024,Colorectal,"",87,"",76,""
8679,2017Q4,S92000003,d,S08000025,Colorectal,"",1,"",1,""
8680,2017Q4,S92000003,d,S08000028,Colorectal,"",1,"",1,""
8681,2017Q4,S92000003,d,S08000029,Colorectal,"",35,"",34,""
8682,2017Q4,S92000003,d,S08000030,Colorectal,"",42,"",37,""
8683,2017Q4,S92000003,d,S08000031,Colorectal,"",115,"",89,""
8684,2017Q4,S92000003,d,S08000032,Colorectal,"",57,"",53,""
8685,2017Q4,S08000015,"",S08000015,Head & Neck,"",9,"",8,""
8686,2017Q4,S08000015,"",S08000031,Head & Neck,"",5,"",5,""
8687,2017Q4,S08000016,"",S08000024,Head & Neck,"",2,"",2,""
8688,2017Q4,S08000017,"",S08000017,Head & Neck,"",2,"",2,""
8689,2017Q4,S08000017,"",S08000024,Head & Neck,"",1,"",1,""
8690,2017Q4,S08000019,"",S08000019,Head & Neck,"",5,"",5,""
8691,2017Q4,S08000019,"",S08000031,Head & Neck,"",6,"",5,""
8692,2017Q4,S08000020,"",S08000020,Head & Neck,"",14,"",8,""
8693,2017Q4,S08000022,"",S08000022,Head & Neck,"",6,"",5,""
8694,2017Q4,S08000024,"",S08000024,Head & Neck,"",26,"",26,""
8695,2017Q4,S08000029,"",S08000024,Head & Neck,"",3,"",3,""
8696,2017Q4,S08000029,"",S08000030,Head & Neck,"",3,"",2,""
8697,2017Q4,S08000030,"",S08000030,Head & Neck,"",3,"",3,""
8698,2017Q4,S08000031,"",S08000031,Head & Neck,"",45,"",41,""
8699,2017Q4,S08000032,"",S08000031,Head & Neck,"",10,"",10,""
8700,2017Q4,S08000032,"",S08000032,Head & Neck,"",11,"",11,""
8701,2017Q4,S92000003,d,S08000015,Head & Neck,"",9,"",8,""
8702,2017Q4,S92000003,d,S08000017,Head & Neck,"",2,"",2,""
8703,2017Q4,S92000003,d,S08000019,Head & Neck,"",5,"",5,""
8704,2017Q4,S92000003,d,S08000020,Head & Neck,"",14,"",8,""
8705,2017Q4,S92000003,d,S08000022,Head & Neck,"",6,"",5,""
8706,2017Q4,S92000003,d,S08000024,Head & Neck,"",32,"",32,""
8707,2017Q4,S92000003,d,S08000030,Head & Neck,"",6,"",5,""
8708,2017Q4,S92000003,d,S08000031,Head & Neck,"",66,"",61,""
8709,2017Q4,S92000003,d,S08000032,Head & Neck,"",11,"",11,""
8710,2017Q4,S08000015,"",S08000015,Lung,"",23,"",22,""
8711,2017Q4,S08000015,"",S08000031,Lung,"",12,"",10,""
8712,2017Q4,S08000015,"",SB0801,Lung,"",4,"",0,""
8713,2017Q4,S08000016,"",S08000016,Lung,"",12,"",12,""
8714,2017Q4,S08000016,"",S08000024,Lung,"",3,"",3,""
8715,2017Q4,S08000017,"",S08000017,Lung,"",18,"",18,""
8716,2017Q4,S08000017,"",S08000024,Lung,"",4,"",3,""
8717,2017Q4,S08000017,"",SB0801,Lung,"",1,"",1,""
8718,2017Q4,S08000019,"",S08000019,Lung,"",40,"",39,""
8719,2017Q4,S08000019,"",S08000031,Lung,"",12,"",10,""
8720,2017Q4,S08000019,"",SB0801,Lung,"",5,"",5,""
8721,2017Q4,S08000020,"",S08000020,Lung,"",90,"",79,""
8722,2017Q4,S08000022,"",S08000020,Lung,"",3,"",2,""
8723,2017Q4,S08000022,"",S08000022,Lung,"",23,"",23,""
8724,2017Q4,S08000022,"",SB0801,Lung,"",6,"",4,""
8725,2017Q4,S08000024,"",S08000024,Lung,"",50,"",48,""
8726,2017Q4,S08000026,"",S08000020,Lung,"",2,"",2,""
8727,2017Q4,S08000028,"",S08000028,Lung,"",3,"",3,""
8728,2017Q4,S08000029,"",S08000024,Lung,"",15,"",15,""
8729,2017Q4,S08000029,"",S08000029,Lung,"",31,"",30,""
8730,2017Q4,S08000029,"",S08000030,Lung,"",3,"",3,""
8731,2017Q4,S08000030,"",S08000020,Lung,"",1,"",1,""
8732,2017Q4,S08000030,"",S08000024,Lung,"",4,"",1,""
8733,2017Q4,S08000030,"",S08000030,Lung,"",33,"",28,""
8734,2017Q4,S08000031,"",S08000022,Lung,"",1,"",1,""
8735,2017Q4,S08000031,"",S08000031,Lung,"",105,"",102,""
8736,2017Q4,S08000031,"",SB0801,Lung,"",10,"",7,""
8737,2017Q4,S08000032,"",S08000031,Lung,"",7,"",7,""
8738,2017Q4,S08000032,"",S08000032,Lung,"",20,"",20,""
8739,2017Q4,S08000032,"",SB0801,Lung,"",7,"",7,""
8740,2017Q4,S92000003,d,S08000015,Lung,"",23,"",22,""
8741,2017Q4,S92000003,d,S08000016,Lung,"",12,"",12,""
8742,2017Q4,S92000003,d,S08000017,Lung,"",18,"",18,""
8743,2017Q4,S92000003,d,S08000019,Lung,"",40,"",39,""
8744,2017Q4,S92000003,d,S08000020,Lung,"",96,"",84,""
8745,2017Q4,S92000003,d,S08000022,Lung,"",24,"",24,""
8746,2017Q4,S92000003,d,S08000024,Lung,"",76,"",70,""
8747,2017Q4,S92000003,d,S08000028,Lung,"",3,"",3,""
8748,2017Q4,S92000003,d,S08000029,Lung,"",31,"",30,""
8749,2017Q4,S92000003,d,S08000030,Lung,"",36,"",31,""
8750,2017Q4,S92000003,d,S08000031,Lung,"",136,"",129,""
8751,2017Q4,S92000003,d,S08000032,Lung,"",20,"",20,""
8752,2017Q4,S92000003,d,SB0801,Lung,"",33,"",24,""
8753,2017Q4,S08000015,"",S08000015,Lymphoma,"",5,"",3,""
8754,2017Q4,S08000016,"",S08000016,Lymphoma,"",2,"",2,""
8755,2017Q4,S08000017,"",S08000017,Lymphoma,"",3,"",3,""
8756,2017Q4,S08000017,"",S08000024,Lymphoma,"",1,"",1,""
8757,2017Q4,S08000019,"",S08000019,Lymphoma,"",7,"",7,""
8758,2017Q4,S08000019,"",S08000031,Lymphoma,"",1,"",0,""
8759,2017Q4,S08000020,"",S08000020,Lymphoma,"",8,"",6,""
8760,2017Q4,S08000022,"",S08000022,Lymphoma,"",9,"",8,""
8761,2017Q4,S08000024,"",S08000016,Lymphoma,"",1,"",0,""
8762,2017Q4,S08000024,"",S08000024,Lymphoma,"",17,"",15,""
8763,2017Q4,S08000029,"",S08000029,Lymphoma,"",3,"",3,""
8764,2017Q4,S08000031,"",S08000031,Lymphoma,"",47,"",44,""
8765,2017Q4,S08000032,"",S08000032,Lymphoma,"",11,"",11,""
8766,2017Q4,S92000003,d,S08000015,Lymphoma,"",5,"",3,""
8767,2017Q4,S92000003,d,S08000016,Lymphoma,"",3,"",2,""
8768,2017Q4,S92000003,d,S08000017,Lymphoma,"",3,"",3,""
8769,2017Q4,S92000003,d,S08000019,Lymphoma,"",7,"",7,""
8770,2017Q4,S92000003,d,S08000020,Lymphoma,"",8,"",6,""
8771,2017Q4,S92000003,d,S08000022,Lymphoma,"",9,"",8,""
8772,2017Q4,S92000003,d,S08000024,Lymphoma,"",18,"",16,""
8773,2017Q4,S92000003,d,S08000029,Lymphoma,"",3,"",3,""
8774,2017Q4,S92000003,d,S08000031,Lymphoma,"",48,"",44,""
8775,2017Q4,S92000003,d,S08000032,Lymphoma,"",11,"",11,""
8776,2017Q4,S08000015,"",S08000015,Melanoma,"",6,"",6,""
8777,2017Q4,S08000015,"",S08000031,Melanoma,"",1,"",0,""
8778,2017Q4,S08000016,"",S08000016,Melanoma,"",3,"",3,""
8779,2017Q4,S08000016,"",S08000024,Melanoma,"",1,"",1,""
8780,2017Q4,S08000017,"",S08000017,Melanoma,"",2,"",2,""
8781,2017Q4,S08000019,"",S08000019,Melanoma,"",12,"",10,""
8782,2017Q4,S08000020,"",S08000020,Melanoma,"",14,"",9,""
8783,2017Q4,S08000022,"",S08000020,Melanoma,"",1,"",1,""
8784,2017Q4,S08000022,"",S08000022,Melanoma,"",8,"",7,""
8785,2017Q4,S08000024,"",S08000024,Melanoma,"",23,"",14,""
8786,2017Q4,S08000028,"",S08000022,Melanoma,"",1,"",1,""
8787,2017Q4,S08000029,"",S08000029,Melanoma,"",6,"",6,""
8788,2017Q4,S08000029,"",S08000030,Melanoma,"",1,"",1,""
8789,2017Q4,S08000030,"",S08000030,Melanoma,"",3,"",3,""
8790,2017Q4,S08000031,"",S08000031,Melanoma,"",32,"",32,""
8791,2017Q4,S08000032,"",S08000032,Melanoma,"",16,"",15,""
8792,2017Q4,S92000003,d,S08000015,Melanoma,"",6,"",6,""
8793,2017Q4,S92000003,d,S08000016,Melanoma,"",3,"",3,""
8794,2017Q4,S92000003,d,S08000017,Melanoma,"",2,"",2,""
8795,2017Q4,S92000003,d,S08000019,Melanoma,"",12,"",10,""
8796,2017Q4,S92000003,d,S08000020,Melanoma,"",15,"",10,""
8797,2017Q4,S92000003,d,S08000022,Melanoma,"",9,"",8,""
8798,2017Q4,S92000003,d,S08000024,Melanoma,"",24,"",15,""
8799,2017Q4,S92000003,d,S08000029,Melanoma,"",6,"",6,""
8800,2017Q4,S92000003,d,S08000030,Melanoma,"",4,"",4,""
8801,2017Q4,S92000003,d,S08000031,Melanoma,"",33,"",32,""
8802,2017Q4,S92000003,d,S08000032,Melanoma,"",16,"",15,""
8803,2017Q4,S08000015,"",S08000015,Ovarian,"",4,"",2,""
8804,2017Q4,S08000015,"",S08000031,Ovarian,"",2,"",1,""
8805,2017Q4,S08000016,"",S08000016,Ovarian,"",3,"",3,""
8806,2017Q4,S08000017,"",S08000017,Ovarian,"",2,"",2,""
8807,2017Q4,S08000017,"",S08000024,Ovarian,"",2,"",2,""
8808,2017Q4,S08000019,"",S08000019,Ovarian,"",1,"",1,""
8809,2017Q4,S08000019,"",S08000031,Ovarian,"",1,"",1,""
8810,2017Q4,S08000020,"",S08000020,Ovarian,"",8,"",8,""
8811,2017Q4,S08000022,"",S08000020,Ovarian,"",1,"",1,""
8812,2017Q4,S08000022,"",S08000022,Ovarian,"",6,"",4,""
8813,2017Q4,S08000024,"",S08000024,Ovarian,"",9,"",9,""
8814,2017Q4,S08000028,"",S08000031,Ovarian,"",1,"",1,""
8815,2017Q4,S08000029,"",S08000024,Ovarian,"",4,"",3,""
8816,2017Q4,S08000029,"",S08000029,Ovarian,"",3,"",3,""
8817,2017Q4,S08000030,"",S08000030,Ovarian,"",8,"",8,""
8818,2017Q4,S08000031,"",S08000031,Ovarian,"",12,"",12,""
8819,2017Q4,S08000032,"",S08000031,Ovarian,"",3,"",3,""
8820,2017Q4,S08000032,"",S08000032,Ovarian,"",1,"",1,""
8821,2017Q4,S92000003,d,S08000015,Ovarian,"",4,"",2,""
8822,2017Q4,S92000003,d,S08000016,Ovarian,"",3,"",3,""
8823,2017Q4,S92000003,d,S08000017,Ovarian,"",2,"",2,""
8824,2017Q4,S92000003,d,S08000019,Ovarian,"",1,"",1,""
8825,2017Q4,S92000003,d,S08000020,Ovarian,"",9,"",9,""
8826,2017Q4,S92000003,d,S08000022,Ovarian,"",6,"",4,""
8827,2017Q4,S92000003,d,S08000024,Ovarian,"",15,"",14,""
8828,2017Q4,S92000003,d,S08000029,Ovarian,"",3,"",3,""
8829,2017Q4,S92000003,d,S08000030,Ovarian,"",8,"",8,""
8830,2017Q4,S92000003,d,S08000031,Ovarian,"",19,"",18,""
8831,2017Q4,S92000003,d,S08000032,Ovarian,"",1,"",1,""
8832,2017Q4,S08000015,"",S08000015,Upper GI,"",26,"",25,""
8833,2017Q4,S08000015,"",S08000031,Upper GI,"",10,"",4,""
8834,2017Q4,S08000016,"",S08000016,Upper GI,"",7,"",7,""
8835,2017Q4,S08000016,"",S08000024,Upper GI,"",1,"",1,""
8836,2017Q4,S08000017,"",S08000017,Upper GI,"",6,"",6,""
8837,2017Q4,S08000017,"",S08000024,Upper GI,"",1,"",1,""
8838,2017Q4,S08000019,"",S08000019,Upper GI,"",16,"",16,""
8839,2017Q4,S08000019,"",S08000024,Upper GI,"",3,"",3,""
8840,2017Q4,S08000019,"",S08000031,Upper GI,"",2,"",1,""
8841,2017Q4,S08000020,"",S08000020,Upper GI,"",47,"",42,""
8842,2017Q4,S08000020,"",S08000022,Upper GI,"",2,"",1,""
8843,2017Q4,S08000020,"",S08000026,Upper GI,"",1,"",1,""
8844,2017Q4,S08000022,"",S08000022,Upper GI,"",18,"",16,""
8845,2017Q4,S08000024,"",S08000024,Upper GI,"",31,"",30,""
8846,2017Q4,S08000025,"",S08000020,Upper GI,"",2,"",2,""
8847,2017Q4,S08000026,"",S08000026,Upper GI,"",3,"",3,""
8848,2017Q4,S08000028,"",S08000022,Upper GI,"",1,"",1,""
8849,2017Q4,S08000028,"",S08000028,Upper GI,"",1,"",1,""
8850,2017Q4,S08000029,"",S08000024,Upper GI,"",2,"",2,""
8851,2017Q4,S08000029,"",S08000029,Upper GI,"",26,"",25,""
8852,2017Q4,S08000030,"",S08000030,Upper GI,"",20,"",18,""
8853,2017Q4,S08000031,"",S08000031,Upper GI,"",106,"",86,""
8854,2017Q4,S08000032,"",S08000031,Upper GI,"",6,"",6,""
8855,2017Q4,S08000032,"",S08000032,Upper GI,"",24,"",24,""
8856,2017Q4,S92000003,d,S08000015,Upper GI,"",26,"",25,""
8857,2017Q4,S92000003,d,S08000016,Upper GI,"",7,"",7,""
8858,2017Q4,S92000003,d,S08000017,Upper GI,"",6,"",6,""
8859,2017Q4,S92000003,d,S08000019,Upper GI,"",16,"",16,""
8860,2017Q4,S92000003,d,S08000020,Upper GI,"",49,"",44,""
8861,2017Q4,S92000003,d,S08000022,Upper GI,"",21,"",18,""
8862,2017Q4,S92000003,d,S08000024,Upper GI,"",38,"",37,""
8863,2017Q4,S92000003,d,S08000026,Upper GI,"",4,"",4,""
8864,2017Q4,S92000003,d,S08000028,Upper GI,"",1,"",1,""
8865,2017Q4,S92000003,d,S08000029,Upper GI,"",26,"",25,""
8866,2017Q4,S92000003,d,S08000030,Upper GI,"",20,"",18,""
8867,2017Q4,S92000003,d,S08000031,Upper GI,"",124,"",97,""
8868,2017Q4,S92000003,d,S08000032,Upper GI,"",24,"",24,""
8869,2017Q4,S08000015,"",S08000015,Urological,"",45,"",44,""
8870,2017Q4,S08000015,"",S08000031,Urological,"",5,"",1,""
8871,2017Q4,S08000016,"",S08000016,Urological,"",9,"",9,""
8872,2017Q4,S08000016,"",S08000024,Urological,"",5,"",3,""
8873,2017Q4,S08000017,"",S08000017,Urological,"",9,"",9,""
8874,2017Q4,S08000017,"",S08000024,Urological,"",4,"",2,""
8875,2017Q4,S08000019,"",S08000019,Urological,"",54,"",41,""
8876,2017Q4,S08000019,"",S08000031,Urological,"",6,"",1,""
8877,2017Q4,S08000020,"",S08000020,Urological,"",65,"",42,""
8878,2017Q4,S08000022,"",S08000020,Urological,"",1,"",0,""
8879,2017Q4,S08000022,"",S08000022,Urological,"",26,"",11,""
8880,2017Q4,S08000022,"",S08000024,Urological,"",3,"",2,""
8881,2017Q4,S08000024,"",S08000024,Urological,"",87,"",62,""
8882,2017Q4,S08000026,"",S08000020,Urological,"",1,"",0,""
8883,2017Q4,S08000026,"",S08000026,Urological,"",5,"",4,""
8884,2017Q4,S08000028,"",S08000020,Urological,"",1,"",0,""
8885,2017Q4,S08000028,"",S08000028,Urological,"",2,"",1,""
8886,2017Q4,S08000029,"",S08000024,Urological,"",5,"",3,""
8887,2017Q4,S08000029,"",S08000029,Urological,"",37,"",29,""
8888,2017Q4,S08000030,"",S08000020,Urological,"",2,"",0,""
8889,2017Q4,S08000030,"",S08000030,Urological,"",28,"",21,""
8890,2017Q4,S08000031,"",S08000031,Urological,"",140,"",81,""
8891,2017Q4,S08000032,"",S08000031,Urological,"",7,"",6,""
8892,2017Q4,S08000032,"",S08000032,Urological,"",46,"",43,""
8893,2017Q4,S92000003,d,S08000015,Urological,"",45,"",44,""
8894,2017Q4,S92000003,d,S08000016,Urological,"",9,"",9,""
8895,2017Q4,S92000003,d,S08000017,Urological,"",9,"",9,""
8896,2017Q4,S92000003,d,S08000019,Urological,"",54,"",41,""
8897,2017Q4,S92000003,d,S08000020,Urological,"",70,"",42,""
8898,2017Q4,S92000003,d,S08000022,Urological,"",26,"",11,""
8899,2017Q4,S92000003,d,S08000024,Urological,"",104,"",72,""
8900,2017Q4,S92000003,d,S08000026,Urological,"",5,"",4,""
8901,2017Q4,S92000003,d,S08000028,Urological,"",2,"",1,""
8902,2017Q4,S92000003,d,S08000029,Urological,"",37,"",29,""
8903,2017Q4,S92000003,d,S08000030,Urological,"",28,"",21,""
8904,2017Q4,S92000003,d,S08000031,Urological,"",158,"",89,""
8905,2017Q4,S92000003,d,S08000032,Urological,"",46,"",43,""
8906,2018Q1,S08000015,"",S08000015,All Cancer Types,d,217,"",200,""
8907,2018Q1,S08000015,"",S08000017,All Cancer Types,d,5,"",5,""
8908,2018Q1,S08000015,"",S08000024,All Cancer Types,d,1,"",0,""
8909,2018Q1,S08000015,"",S08000031,All Cancer Types,d,39,"",27,""
8910,2018Q1,S08000015,"",SB0801,All Cancer Types,d,5,"",1,""
8911,2018Q1,S08000016,"",S08000016,All Cancer Types,d,65,"",65,""
8912,2018Q1,S08000016,"",S08000024,All Cancer Types,d,27,"",23,""
8913,2018Q1,S08000017,"",S08000017,All Cancer Types,d,91,"",89,""
8914,2018Q1,S08000017,"",S08000024,All Cancer Types,d,6,"",3,""
8915,2018Q1,S08000017,"",S08000031,All Cancer Types,d,1,"",1,""
8916,2018Q1,S08000017,"",SB0801,All Cancer Types,d,2,"",2,""
8917,2018Q1,S08000019,"",S08000019,All Cancer Types,d,196,"",168,""
8918,2018Q1,S08000019,"",S08000024,All Cancer Types,d,3,"",2,""
8919,2018Q1,S08000019,"",S08000031,All Cancer Types,d,26,"",11,""
8920,2018Q1,S08000019,"",S08000032,All Cancer Types,d,2,"",2,""
8921,2018Q1,S08000019,"",SB0801,All Cancer Types,d,4,"",1,""
8922,2018Q1,S08000020,"",S08000020,All Cancer Types,d,359,"",275,""
8923,2018Q1,S08000020,"",S08000031,All Cancer Types,d,1,"",1,""
8924,2018Q1,S08000022,"",S08000020,All Cancer Types,d,9,"",4,""
8925,2018Q1,S08000022,"",S08000022,All Cancer Types,d,201,"",166,""
8926,2018Q1,S08000022,"",S08000028,All Cancer Types,d,3,"",3,""
8927,2018Q1,S08000022,"",S08000030,All Cancer Types,d,1,"",1,""
8928,2018Q1,S08000022,"",S08000031,All Cancer Types,d,6,"",5,""
8929,2018Q1,S08000022,"",SB0801,All Cancer Types,d,1,"",1,""
8930,2018Q1,S08000024,"",S08000024,All Cancer Types,d,468,"",408,""
8931,2018Q1,S08000024,"",S08000029,All Cancer Types,d,1,"",1,""
8932,2018Q1,S08000025,"",S08000020,All Cancer Types,d,4,"",3,""
8933,2018Q1,S08000025,"",S08000022,All Cancer Types,d,1,"",1,""
8934,2018Q1,S08000025,"",S08000025,All Cancer Types,d,8,"",8,""
8935,2018Q1,S08000026,"",S08000020,All Cancer Types,d,3,"",3,""
8936,2018Q1,S08000026,"",S08000026,All Cancer Types,d,15,"",15,""
8937,2018Q1,S08000028,"",S08000022,All Cancer Types,d,7,"",6,""
8938,2018Q1,S08000028,"",S08000028,All Cancer Types,d,8,"",7,""
8939,2018Q1,S08000028,"",S08000031,All Cancer Types,d,1,"",1,""
8940,2018Q1,S08000028,"",SB0801,All Cancer Types,d,2,"",2,""
8941,2018Q1,S08000029,"",S08000024,All Cancer Types,d,31,"",19,""
8942,2018Q1,S08000029,"",S08000029,All Cancer Types,d,168,"",153,""
8943,2018Q1,S08000029,"",S08000030,All Cancer Types,d,4,"",3,""
8944,2018Q1,S08000030,"",S08000020,All Cancer Types,d,1,"",0,""
8945,2018Q1,S08000030,"",S08000024,All Cancer Types,d,5,"",5,""
8946,2018Q1,S08000030,"",S08000030,All Cancer Types,d,238,"",206,""
8947,2018Q1,S08000031,"",S08000019,All Cancer Types,d,6,"",6,""
8948,2018Q1,S08000031,"",S08000031,All Cancer Types,d,820,"",664,""
8949,2018Q1,S08000031,"",S08000032,All Cancer Types,d,13,"",13,""
8950,2018Q1,S08000031,"",SB0801,All Cancer Types,d,16,"",12,""
8951,2018Q1,S08000032,"",S08000031,All Cancer Types,d,48,"",45,""
8952,2018Q1,S08000032,"",S08000032,All Cancer Types,d,256,"",249,""
8953,2018Q1,S08000032,"",SB0801,All Cancer Types,d,7,"",6,""
8954,2018Q1,S92000003,d,S08000015,All Cancer Types,d,217,"",200,""
8955,2018Q1,S92000003,d,S08000016,All Cancer Types,d,65,"",65,""
8956,2018Q1,S92000003,d,S08000017,All Cancer Types,d,96,"",94,""
8957,2018Q1,S92000003,d,S08000019,All Cancer Types,d,202,"",174,""
8958,2018Q1,S92000003,d,S08000020,All Cancer Types,d,376,"",285,""
8959,2018Q1,S92000003,d,S08000022,All Cancer Types,d,209,"",173,""
8960,2018Q1,S92000003,d,S08000024,All Cancer Types,d,541,"",460,""
8961,2018Q1,S92000003,d,S08000025,All Cancer Types,d,8,"",8,""
8962,2018Q1,S92000003,d,S08000026,All Cancer Types,d,15,"",15,""
8963,2018Q1,S92000003,d,S08000028,All Cancer Types,d,11,"",10,""
8964,2018Q1,S92000003,d,S08000029,All Cancer Types,d,169,"",154,""
8965,2018Q1,S92000003,d,S08000030,All Cancer Types,d,243,"",210,""
8966,2018Q1,S92000003,d,S08000031,All Cancer Types,d,942,"",755,""
8967,2018Q1,S92000003,d,S08000032,All Cancer Types,d,271,"",264,""
8968,2018Q1,S92000003,d,SB0801,All Cancer Types,d,37,"",25,""
8969,2018Q1,S08000015,"",S08000015,Breast,"",75,"",74,""
8970,2018Q1,S08000015,"",S08000017,Breast,"",5,"",5,""
8971,2018Q1,S08000015,"",S08000024,Breast,"",1,"",0,""
8972,2018Q1,S08000015,"",S08000031,Breast,"",1,"",1,""
8973,2018Q1,S08000016,"",S08000016,Breast,"",7,"",7,""
8974,2018Q1,S08000016,"",S08000024,Breast,"",1,"",1,""
8975,2018Q1,S08000017,"",S08000017,Breast,"",17,"",17,""
8976,2018Q1,S08000019,"",S08000019,Breast,"",25,"",25,""
8977,2018Q1,S08000020,"",S08000020,Breast,"",74,"",65,""
8978,2018Q1,S08000022,"",S08000022,Breast,"",56,"",56,""
8979,2018Q1,S08000022,"",S08000028,Breast,"",2,"",2,""
